Date,^KS11
2002-01-15,718.6400146484375
2002-01-16,710.9500122070312
2002-01-17,713.5
2002-01-18,708.469970703125
2002-01-21,717.3499755859375
2002-01-22,724.3599853515625
2002-01-23,742.6199951171875
2002-01-24,757.7100219726562
2002-01-25,774.6799926757812
2002-01-28,780.239990234375
2002-01-29,774.030029296875
2002-01-30,749.4500122070312
2002-01-31,748.0700073242188
2002-02-01,742.4199829101562
2002-02-04,730.2100219726562
2002-02-05,739.9099731445312
2002-02-06,741.5499877929688
2002-02-07,727.7100219726562
2002-02-08,739.6599731445312
2002-02-14,796.1799926757812
2002-02-15,783.5900268554688
2002-02-18,790.3699951171875
2002-02-19,782.27001953125
2002-02-20,776.8900146484375
2002-02-21,787.6199951171875
2002-02-22,792.0
2002-02-25,791.47998046875
2002-02-26,801.1400146484375
2002-02-27,822.1099853515625
2002-02-28,819.989990234375
2002-03-04,834.2100219726562
2002-03-05,841.9500122070312
2002-03-06,843.0599975585938
2002-03-07,829.4400024414062
2002-03-08,825.27001953125
2002-03-11,827.02001953125
2002-03-12,846.030029296875
2002-03-13,849.1300048828125
2002-03-14,856.8599853515625
2002-03-15,860.3599853515625
2002-03-18,869.7100219726562
2002-03-19,889.97998046875
2002-03-20,887.47998046875
2002-03-21,885.6400146484375
2002-03-22,895.97998046875
2002-03-25,879.4099731445312
2002-03-26,881.030029296875
2002-03-27,902.4600219726562
2002-03-28,892.6699829101562
2002-03-29,895.5800170898438
2002-04-01,875.8300170898438
2002-04-02,905.3400268554688
2002-04-03,918.5900268554688
2002-04-04,918.010009765625
2002-04-08,900.6900024414062
2002-04-09,888.6699829101562
2002-04-10,856.030029296875
2002-04-11,862.8599853515625
2002-04-12,875.6900024414062
2002-04-15,894.280029296875
2002-04-16,901.2899780273438
2002-04-17,930.510009765625
2002-04-18,937.6099853515625
2002-04-19,923.9400024414062
2002-04-22,920.8900146484375
2002-04-23,925.7000122070312
2002-04-24,915.6900024414062
2002-04-25,872.5800170898438
2002-04-26,869.6500244140625
2002-04-29,838.510009765625
2002-04-30,842.3400268554688
2002-05-02,859.8599853515625
2002-05-03,856.719970703125
2002-05-06,826.8699951171875
2002-05-07,826.3400268554688
2002-05-08,844.6699829101562
2002-05-09,838.6699829101562
2002-05-10,817.9299926757812
2002-05-13,821.8900146484375
2002-05-14,837.3699951171875
2002-05-15,862.6199951171875
2002-05-16,858.0399780273438
2002-05-17,875.030029296875
2002-05-20,865.780029296875
2002-05-21,837.5599975585938
2002-05-22,863.0599975585938
2002-05-23,845.510009765625
2002-05-24,854.5700073242188
2002-05-27,840.5700073242188
2002-05-28,848.7999877929688
2002-05-29,835.1900024414062
2002-05-30,815.6099853515625
2002-05-31,796.4000244140625
2002-06-03,804.9299926757812
2002-06-04,806.3300170898438
2002-06-05,809.5900268554688
2002-06-07,795.1599731445312
2002-06-10,811.9000244140625
2002-06-11,815.3300170898438
2002-06-12,823.0599975585938
2002-06-14,822.010009765625
2002-06-17,809.1599731445312
2002-06-18,809.4000244140625
2002-06-19,776.3699951171875
2002-06-20,776.8099975585938
2002-06-21,778.530029296875
2002-06-24,767.9199829101562
2002-06-25,755.9199829101562
2002-06-26,701.8699951171875
2002-06-27,710.4299926757812
2002-06-28,742.719970703125
2002-07-02,746.22998046875
2002-07-03,753.3599853515625
2002-07-04,768.739990234375
2002-07-05,787.8300170898438
2002-07-08,783.3499755859375
2002-07-09,801.989990234375
2002-07-10,794.7100219726562
2002-07-11,764.8800048828125
2002-07-12,792.9299926757812
2002-07-15,783.52001953125
2002-07-16,771.4500122070312
2002-07-18,773.8499755859375
2002-07-19,754.6199951171875
2002-07-22,720.9000244140625
2002-07-23,743.52001953125
2002-07-24,721.4099731445312
2002-07-25,723.52001953125
2002-07-26,697.8400268554688
2002-07-29,700.3499755859375
2002-07-30,724.0800170898438
2002-07-31,717.989990234375
2002-08-01,707.7999877929688
2002-08-02,700.6799926757812
2002-08-05,675.760009765625
2002-08-06,673.780029296875
2002-08-07,679.3699951171875
2002-08-08,684.489990234375
2002-08-09,692.4500122070312
2002-08-12,695.3900146484375
2002-08-13,708.6300048828125
2002-08-14,711.239990234375
2002-08-16,718.2899780273438
2002-08-19,717.5800170898438
2002-08-20,736.7000122070312
2002-08-21,745.1199951171875
2002-08-22,745.75
2002-08-23,740.510009765625
2002-08-26,734.7899780273438
2002-08-27,724.1699829101562
2002-08-28,724.0499877929688
2002-08-29,724.9400024414062
2002-08-30,736.4000244140625
2002-09-02,751.97998046875
2002-09-03,740.5900268554688
2002-09-04,723.0499877929688
2002-09-05,720.97998046875
2002-09-06,708.72998046875
2002-09-09,697.8900146484375
2002-09-10,713.2999877929688
2002-09-11,724.7100219726562
2002-09-12,739.219970703125
2002-09-13,718.1699829101562
2002-09-16,704.3800048828125
2002-09-17,726.7999877929688
2002-09-18,703.8699951171875
2002-09-19,704.1199951171875
2002-09-23,679.4299926757812
2002-09-24,672.280029296875
2002-09-25,657.9600219726562
2002-09-26,662.4099731445312
2002-09-27,663.719970703125
2002-09-30,646.4199829101562
2002-10-01,652.1300048828125
2002-10-02,648.0999755859375
2002-10-04,650.9199829101562
2002-10-07,627.4000244140625
2002-10-08,634.8400268554688
2002-10-09,619.9400024414062
2002-10-10,584.0399780273438
2002-10-11,587.510009765625
2002-10-14,614.27001953125
2002-10-15,629.5700073242188
2002-10-16,636.25
2002-10-17,644.6599731445312
2002-10-18,670.7899780273438
2002-10-21,652.6699829101562
2002-10-22,639.27001953125
2002-10-23,657.4299926757812
2002-10-24,654.97998046875
2002-10-25,655.8800048828125
2002-10-28,678.1400146484375
2002-10-29,673.1799926757812
2002-10-30,658.030029296875
2002-10-31,658.9199829101562
2002-11-01,647.6500244140625
2002-11-04,672.6799926757812
2002-11-05,664.9000244140625
2002-11-06,682.5599975585938
2002-11-07,681.27001953125
2002-11-08,674.8499755859375
2002-11-11,657.780029296875
2002-11-12,654.4299926757812
2002-11-13,653.8499755859375
2002-11-14,652.1500244140625
2002-11-15,672.9500122070312
2002-11-18,667.1300048828125
2002-11-19,671.4400024414062
2002-11-20,682.0
2002-11-21,690.3800048828125
2002-11-22,692.8699951171875
2002-11-25,705.8599853515625
2002-11-26,702.27001953125
2002-11-27,708.0700073242188
2002-11-28,714.5399780273438
2002-11-29,724.7999877929688
2002-12-02,730.1599731445312
2002-12-03,736.5700073242188
2002-12-04,714.5
2002-12-05,722.760009765625
2002-12-06,718.0900268554688
2002-12-09,709.1099853515625
2002-12-10,702.4400024414062
2002-12-11,698.6099853515625
2002-12-12,715.3800048828125
2002-12-13,708.1300048828125
2002-12-16,692.4199829101562
2002-12-17,704.489990234375
2002-12-18,709.219970703125
2002-12-20,709.4400024414062
2002-12-23,691.3800048828125
2002-12-24,677.8200073242188
2002-12-26,671.8900146484375
2002-12-27,656.9199829101562
2002-12-30,627.5499877929688
2003-01-02,635.1699829101562
2003-01-03,661.0999755859375
2003-01-06,666.7100219726562
2003-01-07,652.2000122070312
2003-01-08,651.719970703125
2003-01-09,630.4000244140625
2003-01-10,628.3599853515625
2003-01-13,648.0599975585938
2003-01-14,650.0499877929688
2003-01-15,648.2899780273438
2003-01-16,648.6900024414062
2003-01-17,636.4600219726562
2003-01-20,634.5
2003-01-21,632.8599853515625
2003-01-22,622.489990234375
2003-01-23,625.1799926757812
2003-01-24,609.4299926757812
2003-01-27,593.0900268554688
2003-01-28,600.5599975585938
2003-01-29,583.3499755859375
2003-01-30,591.8599853515625
2003-02-03,600.4099731445312
2003-02-04,603.780029296875
2003-02-05,600.6799926757812
2003-02-06,589.5
2003-02-07,577.47998046875
2003-02-10,577.25
2003-02-11,575.97998046875
2003-02-12,583.2899780273438
2003-02-13,575.6699829101562
2003-02-14,575.239990234375
2003-02-17,601.8699951171875
2003-02-18,603.4500122070312
2003-02-19,600.8300170898438
2003-02-20,605.510009765625
2003-02-21,603.5999755859375
2003-02-24,616.2899780273438
2003-02-25,592.25
2003-02-26,590.260009765625
2003-02-27,582.4600219726562
2003-02-28,575.4299926757812
2003-03-03,590.0399780273438
2003-03-04,576.5800170898438
2003-03-05,560.260009765625
2003-03-06,555.3300170898438
2003-03-07,546.02001953125
2003-03-10,544.239990234375
2003-03-11,532.530029296875
2003-03-12,531.8099975585938
2003-03-13,531.780029296875
2003-03-14,537.6500244140625
2003-03-17,515.239990234375
2003-03-18,537.3099975585938
2003-03-19,541.780029296875
2003-03-20,568.4600219726562
2003-03-21,575.77001953125
2003-03-24,569.8499755859375
2003-03-25,554.97998046875
2003-03-26,554.7899780273438
2003-03-27,549.260009765625
2003-03-28,556.3300170898438
2003-03-31,535.7000122070312
2003-04-01,538.5599975585938
2003-04-02,542.9199829101562
2003-04-03,545.239990234375
2003-04-04,558.010009765625
2003-04-07,585.9000244140625
2003-04-08,587.3200073242188
2003-04-09,569.469970703125
2003-04-10,577.72998046875
2003-04-11,582.969970703125
2003-04-14,594.4000244140625
2003-04-15,604.989990234375
2003-04-16,621.3400268554688
2003-04-17,612.719970703125
2003-04-18,624.77001953125
2003-04-21,620.8300170898438
2003-04-22,603.3200073242188
2003-04-23,598.0900268554688
2003-04-24,588.3499755859375
2003-04-25,566.6300048828125
2003-04-28,569.02001953125
2003-04-29,597.3599853515625
2003-04-30,599.3499755859375
2003-05-02,597.4400024414062
2003-05-06,604.3300170898438
2003-05-07,618.0800170898438
2003-05-09,619.1099853515625
2003-05-12,631.0399780273438
2003-05-13,614.0700073242188
2003-05-14,609.969970703125
2003-05-15,619.3499755859375
2003-05-16,610.8099975585938
2003-05-19,596.3599853515625
2003-05-20,602.0800170898438
2003-05-21,600.5700073242188
2003-05-22,595.3800048828125
2003-05-23,611.510009765625
2003-05-26,617.6500244140625
2003-05-27,614.2999877929688
2003-05-28,628.3599853515625
2003-05-29,632.4299926757812
2003-05-30,633.4199829101562
2003-06-02,648.7100219726562
2003-06-03,636.9400024414062
2003-06-04,640.27001953125
2003-06-05,642.3800048828125
2003-06-09,650.3499755859375
2003-06-10,649.75
2003-06-11,651.2899780273438
2003-06-12,657.9500122070312
2003-06-13,665.239990234375
2003-06-16,657.8200073242188
2003-06-17,674.6599731445312
2003-06-18,675.75
2003-06-19,690.489990234375
2003-06-20,686.219970703125
2003-06-23,674.5900268554688
2003-06-24,664.010009765625
2003-06-25,674.030029296875
2003-06-26,675.75
2003-06-27,677.280029296875
2003-06-30,669.9299926757812
2003-07-01,674.75
2003-07-02,685.7999877929688
2003-07-03,686.8300170898438
2003-07-04,693.25
2003-07-07,704.2899780273438
2003-07-08,708.3400268554688
2003-07-09,705.5
2003-07-10,700.510009765625
2003-07-11,704.1500244140625
2003-07-14,720.0999755859375
2003-07-15,713.4500122070312
2003-07-16,716.47998046875
2003-07-18,699.3499755859375
2003-07-21,693.5
2003-07-22,699.7000122070312
2003-07-23,695.739990234375
2003-07-24,702.9400024414062
2003-07-25,705.0900268554688
2003-07-28,717.7999877929688
2003-07-29,722.3300170898438
2003-07-30,714.1500244140625
2003-07-31,713.52001953125
2003-08-01,727.260009765625
2003-08-04,718.5399780273438
2003-08-05,721.8400268554688
2003-08-06,707.8800048828125
2003-08-07,709.8099975585938
2003-08-08,704.1400146484375
2003-08-11,704.5800170898438
2003-08-12,701.2999877929688
2003-08-13,713.0800170898438
2003-08-14,727.010009765625
2003-08-18,730.0999755859375
2003-08-19,740.1300048828125
2003-08-20,737.2000122070312
2003-08-21,754.3400268554688
2003-08-22,754.719970703125
2003-08-25,756.72998046875
2003-08-26,753.0
2003-08-27,758.97998046875
2003-08-28,752.8099975585938
2003-08-29,759.469970703125
2003-09-01,764.1099853515625
2003-09-02,766.5
2003-09-03,766.3200073242188
2003-09-04,764.1500244140625
2003-09-05,761.5499877929688
2003-09-08,760.25
2003-09-09,767.4600219726562
2003-09-15,753.6099853515625
2003-09-16,763.6300048828125
2003-09-17,766.5900268554688
2003-09-18,758.1799926757812
2003-09-19,748.25
2003-09-22,714.8900146484375
2003-09-23,718.8400268554688
2003-09-24,724.7000122070312
2003-09-25,713.52001953125
2003-09-26,697.4000244140625
2003-09-29,696.0599975585938
2003-09-30,697.52001953125
2003-10-01,704.2899780273438
2003-10-02,715.239990234375
2003-10-06,723.1300048828125
2003-10-07,727.0900268554688
2003-10-08,722.760009765625
2003-10-09,736.1599731445312
2003-10-10,757.8900146484375
2003-10-13,757.02001953125
2003-10-14,766.52001953125
2003-10-15,764.22998046875
2003-10-16,776.969970703125
2003-10-17,767.75
2003-10-20,776.4400024414062
2003-10-21,779.8900146484375
2003-10-22,779.280029296875
2003-10-23,754.1400146484375
2003-10-24,748.1699829101562
2003-10-27,761.6099853515625
2003-10-28,775.3599853515625
2003-10-29,779.6599731445312
2003-10-30,785.9400024414062
2003-10-31,782.3599853515625
2003-11-03,791.9600219726562
2003-11-04,796.0599975585938
2003-11-05,805.510009765625
2003-11-06,790.0399780273438
2003-11-07,804.0499877929688
2003-11-10,796.5599975585938
2003-11-11,787.77001953125
2003-11-12,796.3099975585938
2003-11-13,813.1099853515625
2003-11-14,809.8900146484375
2003-11-17,794.469970703125
2003-11-18,800.969970703125
2003-11-19,771.7000122070312
2003-11-20,769.4500122070312
2003-11-21,770.780029296875
2003-11-24,753.6500244140625
2003-11-25,768.1099853515625
2003-11-26,782.6500244140625
2003-11-27,781.6799926757812
2003-11-28,796.1799926757812
2003-12-01,807.3900146484375
2003-12-02,807.780029296875
2003-12-03,808.3400268554688
2003-12-04,805.1300048828125
2003-12-05,789.4099731445312
2003-12-08,784.7999877929688
2003-12-09,787.3499755859375
2003-12-10,794.6400146484375
2003-12-11,791.1300048828125
2003-12-12,806.0800170898438
2003-12-15,822.1599731445312
2003-12-16,810.7899780273438
2003-12-17,800.0900268554688
2003-12-18,807.5
2003-12-19,811.2000122070312
2003-12-22,804.5399780273438
2003-12-23,801.8800048828125
2003-12-24,792.5499877929688
2003-12-26,788.8499755859375
2003-12-29,792.4400024414062
2003-12-30,810.7100219726562
2004-01-02,821.260009765625
2004-01-05,824.0999755859375
2004-01-06,823.4299926757812
2004-01-07,827.0700073242188
2004-01-08,824.1500244140625
2004-01-09,845.27001953125
2004-01-12,850.7899780273438
2004-01-13,848.4299926757812
2004-01-14,849.6199951171875
2004-01-15,845.6599731445312
2004-01-16,847.9500122070312
2004-01-19,856.7999877929688
2004-01-20,861.3699951171875
2004-01-26,869.0399780273438
2004-01-27,863.030029296875
2004-01-28,859.5900268554688
2004-01-29,853.469970703125
2004-01-30,848.5
2004-02-02,854.8900146484375
2004-02-03,839.8699951171875
2004-02-04,835.5
2004-02-05,840.9199829101562
2004-02-06,850.22998046875
2004-02-09,864.77001953125
2004-02-10,866.7999877929688
2004-02-11,876.3400268554688
2004-02-12,877.9500122070312
2004-02-13,882.1799926757812
2004-02-16,881.280029296875
2004-02-17,884.7999877929688
2004-02-18,877.0999755859375
2004-02-19,881.6500244140625
2004-02-20,877.489990234375
2004-02-23,877.52001953125
2004-02-24,864.5900268554688
2004-02-25,866.8699951171875
2004-02-26,864.8599853515625
2004-02-27,883.4199829101562
2004-03-02,899.2100219726562
2004-03-03,895.8099975585938
2004-03-04,907.4299926757812
2004-03-05,905.3800048828125
2004-03-08,900.0999755859375
2004-03-09,891.5800170898438
2004-03-10,876.02001953125
2004-03-11,869.9299926757812
2004-03-12,848.7999877929688
2004-03-15,852.260009765625
2004-03-16,850.1300048828125
2004-03-17,872.3800048828125
2004-03-18,872.8200073242188
2004-03-19,883.3300170898438
2004-03-22,863.6900024414062
2004-03-23,866.1699829101562
2004-03-24,861.719970703125
2004-03-25,853.3800048828125
2004-03-26,863.9500122070312
2004-03-29,874.6699829101562
2004-03-30,873.4600219726562
2004-03-31,880.5
2004-04-01,882.75
2004-04-02,883.6900024414062
2004-04-06,906.1900024414062
2004-04-07,909.9299926757812
2004-04-08,916.8599853515625
2004-04-09,905.4400024414062
2004-04-12,918.8599853515625
2004-04-13,917.6300048828125
2004-04-14,916.3099975585938
2004-04-16,898.8800048828125
2004-04-19,902.0999755859375
2004-04-20,918.9000244140625
2004-04-21,929.9500122070312
2004-04-22,924.010009765625
2004-04-23,936.0599975585938
2004-04-26,919.739990234375
2004-04-27,915.469970703125
2004-04-28,901.8300170898438
2004-04-29,875.4099731445312
2004-04-30,862.8400268554688
2004-05-03,866.1099853515625
2004-05-04,867.47998046875
2004-05-06,837.6799926757812
2004-05-07,838.739990234375
2004-05-10,790.6799926757812
2004-05-11,791.02001953125
2004-05-12,817.0900268554688
2004-05-13,790.1300048828125
2004-05-14,768.4600219726562
2004-05-17,728.97998046875
2004-05-18,741.989990234375
2004-05-19,777.9500122070312
2004-05-20,767.7899780273438
2004-05-21,786.3599853515625
2004-05-24,799.6400146484375
2004-05-25,784.0599975585938
2004-05-27,802.4600219726562
2004-05-28,816.510009765625
2004-05-31,803.8400268554688
2004-06-01,815.77001953125
2004-06-02,804.3900146484375
2004-06-03,770.0599975585938
2004-06-04,780.739990234375
2004-06-07,809.4500122070312
2004-06-08,809.3099975585938
2004-06-09,794.530029296875
2004-06-10,782.2999877929688
2004-06-11,751.530029296875
2004-06-14,738.7899780273438
2004-06-15,752.0999755859375
2004-06-16,752.3400268554688
2004-06-17,760.0900268554688
2004-06-18,741.72998046875
2004-06-21,749.2999877929688
2004-06-22,746.47998046875
2004-06-23,738.9299926757812
2004-06-24,763.1300048828125
2004-06-25,779.030029296875
2004-06-28,770.9500122070312
2004-06-29,778.719970703125
2004-06-30,785.7899780273438
2004-07-01,778.030029296875
2004-07-02,755.4199829101562
2004-07-05,756.719970703125
2004-07-06,758.469970703125
2004-07-07,761.8800048828125
2004-07-08,743.6400146484375
2004-07-09,747.4600219726562
2004-07-12,746.27001953125
2004-07-13,750.9500122070312
2004-07-14,736.5700073242188
2004-07-15,732.739990234375
2004-07-16,739.3900146484375
2004-07-19,750.4000244140625
2004-07-20,737.0
2004-07-21,753.3200073242188
2004-07-22,742.6300048828125
2004-07-23,737.510009765625
2004-07-26,736.2100219726562
2004-07-27,738.510009765625
2004-07-28,744.4199829101562
2004-07-29,730.6099853515625
2004-07-30,735.3400268554688
2004-08-02,719.5900268554688
2004-08-03,726.4400024414062
2004-08-04,729.4099731445312
2004-08-05,743.3499755859375
2004-08-06,733.9500122070312
2004-08-09,742.1300048828125
2004-08-10,748.6199951171875
2004-08-11,753.0599975585938
2004-08-12,766.7000122070312
2004-08-13,776.02001953125
2004-08-16,773.8499755859375
2004-08-17,771.030029296875
2004-08-18,773.1900024414062
2004-08-19,788.530029296875
2004-08-20,787.6400146484375
2004-08-23,787.6500244140625
2004-08-24,792.3400268554688
2004-08-25,803.969970703125
2004-08-26,810.2100219726562
2004-08-27,810.2999877929688
2004-08-30,805.1900024414062
2004-08-31,803.5700073242188
2004-09-01,817.3599853515625
2004-09-02,823.8300170898438
2004-09-03,820.6900024414062
2004-09-06,824.2100219726562
2004-09-07,818.7999877929688
2004-09-08,815.8499755859375
2004-09-09,821.8800048828125
2004-09-10,836.3400268554688
2004-09-13,851.9099731445312
2004-09-14,851.4199829101562
2004-09-15,850.6300048828125
2004-09-16,855.3800048828125
2004-09-17,848.1099853515625
2004-09-20,856.8699951171875
2004-09-21,857.1500244140625
2004-09-22,835.0999755859375
2004-09-23,829.6799926757812
2004-09-24,832.0999755859375
2004-09-30,835.0900268554688
2004-10-01,846.010009765625
2004-10-04,880.8400268554688
2004-10-05,884.8400268554688
2004-10-06,887.4500122070312
2004-10-07,885.3300170898438
2004-10-08,881.3800048828125
2004-10-11,881.1099853515625
2004-10-12,858.0900268554688
2004-10-13,856.1799926757812
2004-10-14,846.6300048828125
2004-10-15,841.9400024414062
2004-10-18,848.27001953125
2004-10-19,855.77001953125
2004-10-20,828.6099853515625
2004-10-21,820.6300048828125
2004-10-22,828.1699829101562
2004-10-25,808.1400146484375
2004-10-26,813.7000122070312
2004-10-27,809.9099731445312
2004-10-28,833.5399780273438
2004-10-29,834.8400268554688
2004-11-01,835.6599731445312
2004-11-02,846.6699829101562
2004-11-03,861.0499877929688
2004-11-04,851.2000122070312
2004-11-05,860.6799926757812
2004-11-08,846.1099853515625
2004-11-09,844.1500244140625
2004-11-10,860.5399780273438
2004-11-11,861.260009765625
2004-11-12,876.6699829101562
2004-11-15,882.3300170898438
2004-11-16,876.6099853515625
2004-11-17,885.4199829101562
2004-11-18,875.8400268554688
2004-11-19,867.030029296875
2004-11-22,849.989990234375
2004-11-23,860.4000244140625
2004-11-24,872.5599975585938
2004-11-25,872.489990234375
2004-11-26,858.1199951171875
2004-11-29,865.4000244140625
2004-11-30,878.0599975585938
2004-12-01,876.7999877929688
2004-12-02,884.0999755859375
2004-12-03,882.5499877929688
2004-12-06,870.75
2004-12-07,861.0700073242188
2004-12-08,871.739990234375
2004-12-09,861.3099975585938
2004-12-10,844.8499755859375
2004-12-13,844.2000122070312
2004-12-14,849.4000244140625
2004-12-15,868.8400268554688
2004-12-16,873.7000122070312
2004-12-17,875.1300048828125
2004-12-20,884.3099975585938
2004-12-21,882.8200073242188
2004-12-22,883.3800048828125
2004-12-23,876.8800048828125
2004-12-24,879.9199829101562
2004-12-27,876.97998046875
2004-12-28,878.4299926757812
2004-12-29,884.27001953125
2004-12-30,895.9199829101562
2005-01-03,893.7100219726562
2005-01-04,886.9000244140625
2005-01-05,885.1900024414062
2005-01-06,871.280029296875
2005-01-07,870.8400268554688
2005-01-10,874.1799926757812
2005-01-11,884.2899780273438
2005-01-12,880.030029296875
2005-01-13,885.5399780273438
2005-01-14,905.0999755859375
2005-01-17,923.0800170898438
2005-01-18,920.5700073242188
2005-01-19,916.27001953125
2005-01-20,909.3699951171875
2005-01-21,919.6099853515625
2005-01-24,923.1099853515625
2005-01-25,915.0999755859375
2005-01-26,927.0
2005-01-27,924.8699951171875
2005-01-28,921.5900268554688
2005-01-31,932.7000122070312
2005-02-01,923.6900024414062
2005-02-02,921.4400024414062
2005-02-03,928.7899780273438
2005-02-04,933.5499877929688
2005-02-07,949.1900024414062
2005-02-11,947.22998046875
2005-02-14,964.7899780273438
2005-02-15,968.8800048828125
2005-02-16,971.5599975585938
2005-02-17,972.5599975585938
2005-02-18,984.0999755859375
2005-02-21,988.7100219726562
2005-02-22,977.7999877929688
2005-02-23,968.4299926757812
2005-02-24,987.0999755859375
2005-02-25,996.9500122070312
2005-02-28,1011.3599853515625
2005-03-02,1007.47998046875
2005-03-03,1010.9199829101562
2005-03-04,1012.9600219726562
2005-03-07,1007.5
2005-03-08,1000.280029296875
2005-03-09,1008.7899780273438
2005-03-10,998.6599731445312
2005-03-11,1022.7899780273438
2005-03-14,1019.6900024414062
2005-03-15,993.1300048828125
2005-03-16,993.1300048828125
2005-03-17,980.0499877929688
2005-03-18,979.719970703125
2005-03-21,979.27001953125
2005-03-22,980.4099731445312
2005-03-23,966.8099975585938
2005-03-24,956.3300170898438
2005-03-25,965.2999877929688
2005-03-28,977.7000122070312
2005-03-29,958.9600219726562
2005-03-30,955.4500122070312
2005-03-31,965.6799926757812
2005-04-01,981.9000244140625
2005-04-04,982.5
2005-04-06,988.0
2005-04-07,988.9000244140625
2005-04-08,992.1699829101562
2005-04-11,985.9400024414062
2005-04-12,981.7899780273438
2005-04-13,981.3099975585938
2005-04-14,953.9199829101562
2005-04-15,947.219970703125
2005-04-18,925.0
2005-04-19,932.4500122070312
2005-04-20,937.3599853515625
2005-04-21,939.1400146484375
2005-04-22,940.7899780273438
2005-04-25,946.1699829101562
2005-04-26,944.4600219726562
2005-04-27,930.1599731445312
2005-04-28,917.72998046875
2005-04-29,911.2999877929688
2005-05-02,918.4199829101562
2005-05-03,913.8200073242188
2005-05-04,929.3499755859375
2005-05-06,940.8499755859375
2005-05-09,935.2000122070312
2005-05-10,934.280029296875
2005-05-11,923.3800048828125
2005-05-12,921.2100219726562
2005-05-13,923.1900024414062
2005-05-16,929.0399780273438
2005-05-17,927.1599731445312
2005-05-18,930.3599853515625
2005-05-19,952.0900268554688
2005-05-20,952.1900024414062
2005-05-23,951.0499877929688
2005-05-24,951.6099853515625
2005-05-25,941.2999877929688
2005-05-26,943.9099731445312
2005-05-27,960.9099731445312
2005-05-30,969.0399780273438
2005-05-31,970.2100219726562
2005-06-01,969.510009765625
2005-06-02,970.8800048828125
2005-06-03,976.0900268554688
2005-06-07,970.8800048828125
2005-06-08,976.219970703125
