Date,rs_korea
2021-10-12,65.16394519874109
2021-10-13,65.5544096817448
2021-10-14,65.43842861978767
2021-10-15,65.51794540607598
2021-10-18,65.14299581306996
2021-10-19,65.1250044130365
2021-10-20,64.52949418755082
2021-10-21,64.23772483125262
2021-10-22,64.27934681546742
2021-10-25,64.24230862231522
2021-10-26,64.79099882473741
2021-10-27,64.57580606272313
2021-10-28,63.62172480324306
2021-10-29,62.67283294586197
2021-11-01,62.73915863589763
2021-11-02,63.211246386931755
2021-11-03,62.03999671352742
2021-11-04,61.90485591014977
2021-11-05,61.40233332014616
2021-11-08,61.16256133657703
2021-11-09,61.41223014765453
2021-11-10,61.23549315211563
2021-11-11,61.10600956099056
2021-11-12,61.55815916213497
2021-11-15,62.17384883635339
2021-11-16,61.88105500926243
2021-11-17,61.31171191496107
2021-11-18,60.79395111399191
2021-11-19,61.391341432169725
2021-11-22,62.43974758318708
2021-11-23,62.027605806307776
2021-11-24,61.799694281765525
2021-11-26,61.988248815144864
2021-11-29,60.671518097792934
2021-11-30,60.38011132295621
2021-12-01,62.36398637281215
2021-12-02,62.38806353679893
2021-12-03,63.428446179935975
2021-12-06,62.78992832785789
2021-12-07,61.89960612142502
2021-12-08,61.94413816204049
2021-12-09,62.94215675953838
2021-12-10,61.95710358065345
2021-12-13,62.332879914955605
2021-12-14,62.478041574908794
2021-12-15,61.54648443496675
2021-12-16,62.4475851686782
2021-12-17,63.35702169190126
2021-12-20,62.87656540347947
2021-12-21,62.030252272314144
2021-12-22,61.611255243760155
2021-12-23,61.51114734251658
2021-12-27,60.680701622528545
2021-12-28,61.14922472293477
2021-12-29,60.526149471507026
2021-12-30,60.3768035755415
2022-01-04,60.43540421041139
2022-01-05,60.89157507139451
2022-01-06,60.25887325145779
2022-01-07,61.20979857045652
2022-01-10,60.70180452326752
2022-01-11,60.16746806444596
2022-01-12,60.92970167374857
2022-01-13,61.56501083129772
2022-01-14,60.705268213286956
2022-01-18,60.57976898855142
2022-01-19,60.74606969962753
2022-01-20,61.86680338850963
2022-01-21,62.47977497275209
2022-01-24,61.28725298443548
2022-01-25,60.453412600994184
2022-01-26,60.35705561470076
2022-01-27,58.53523869315421
2022-01-28,58.183919168525435
2022-02-03,58.539709933592086
2022-02-04,59.178934833656946
2022-02-07,59.257212089281396
2022-02-08,58.8038167177671
2022-02-09,58.42784146943008
2022-02-10,59.562920557219734
2022-02-11,60.230149014223755
2022-02-14,59.47698172696043
2022-02-15,57.92832505180488
2022-02-16,59.01229305335887
2022-02-17,60.61872510084885
2022-02-18,61.023350883957185
2022-02-22,60.83732674716986
2022-02-23,62.227486688897656
2022-02-24,59.710486326414184
2022-02-25,59.038142110764355
2022-02-28,59.6853529279448
2022-03-02,59.60929860102458
2022-03-03,60.87279544215375
2022-03-04,60.61965161779004
2022-03-07,61.03101110823359
2022-03-08,60.826679999635594
