Date,rs_small
2023-06-28,72.82644295955198
2023-06-29,73.37513492002103
2023-06-30,72.86565017303006
2023-07-03,72.92959835670852
2023-07-05,72.31037214963459
2023-07-06,71.70421298874746
2023-07-07,72.64473086901272
2023-07-10,73.70099648481762
2023-07-11,73.98692867508373
2023-07-12,74.19686174066801
2023-07-13,74.20728212181865
2023-07-14,73.52796921847167
2023-07-17,74.05780529621818
2023-07-18,74.41917147688035
2023-07-19,74.56854188844851
2023-07-20,74.41048599507184
2023-07-21,74.17399689928467
2023-07-24,74.02639439936708
2023-07-25,73.81728222910684
2023-07-26,74.3890586049805
2023-07-27,73.91734474528766
2023-07-28,74.14816487521888
2023-07-31,74.86627233581508
2023-08-01,74.73729625842756
2023-08-02,74.7608794460314
2023-08-03,74.76439917040939
2023-08-04,74.95351957146369
2023-08-07,74.35470797589433
2023-08-08,74.210548974437
2023-08-09,74.12571095118072
2023-08-10,73.77033069876188
2023-08-11,73.91788523498441
2023-08-14,73.38509238672101
2023-08-15,73.26862060257616
2023-08-16,72.9079335449048
2023-08-17,72.60197898730243
2023-08-18,72.96218699275238
2023-08-21,72.3845558322596
2023-08-22,72.36463215527029
2023-08-23,72.33058515585482
2023-08-24,72.33252702569347
2023-08-25,72.1319229018866
2023-08-28,72.31625941475258
2023-08-29,72.28040198824857
2023-08-30,72.2554349751821
2023-08-31,72.23494195298326
2023-09-01,72.95676433870297
2023-09-05,71.73002110831757
2023-09-06,71.94490718704868
2023-09-07,71.46859496614911
2023-09-08,71.20240034273512
2023-09-11,70.90641150444704
2023-09-12,71.22789749323238
2023-09-13,70.67754539974088
2023-09-14,71.06142246470047
2023-09-15,71.1759977803833
2023-09-18,70.66162541828517
2023-09-19,70.53284756830983
2023-09-20,70.47414424306706
2023-09-21,70.54699303370164
2023-09-22,70.54626255147119
2023-09-25,70.56497070367588
2023-09-26,70.69629407617978
2023-09-27,71.32873445360998
2023-09-28,71.55831146224608
2023-09-29,71.39310092163113
2023-10-02,70.34253979883339
2023-10-03,70.09682072353434
2023-10-04,69.62260060040313
2023-10-05,69.70173638752392
2023-10-06,69.5471922182637
2023-10-09,69.50421271254734
2023-10-10,69.92718091970119
2023-10-11,69.52317023808399
2023-10-12,68.3688100015785
